"Z_KASSE_ID";"Z_ERSTELLUNG";"Z_NR";"BON_ID";"BON_NR";"BON_TYP";"BON_NAME";"TERMINAL_ID";"BON_STORNO";"BON_START";"BON_ENDE";"BEDIENER_ID";"BEDIENER_NAME";"UMS_BRUTTO";"KUNDE_NAME";"KUNDE_ID";"KUNDE_TYP";"KUNDE_STRASSE";"KUNDE_PLZ";"KUNDE_ORT";"KUNDE_LAND";"KUNDE_USTID";"BON_NOTIZ"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"5306bc6b-9013-46a4-a69b-ca9cd46d9533";"5";"Beleg";;"2333b246-306c-5ae8-89ce-54f91bc4cb2e";"0";"2025-06-20T13:38:12Z";"2025-06-20T13:38:41Z";"106123";"Vendeur";"4.00";"Walking customer";"1";"Kunde";;;;;;
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"86b3b30d-3fc1-4116-81cf-8676752bf2e9";"6";"Beleg";;"2333b246-306c-5ae8-89ce-54f91bc4cb2e";"0";"2025-06-20T13:43:10Z";"2025-06-20T13:44:02Z";"106123";"Vendeur";"7.00";"Walking customer";"1";"Kunde";;;;;;
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"9521839d-4d98-4b2f-99ed-d957dc812e38";"7";"Beleg";;"2333b246-306c-5ae8-89ce-54f91bc4cb2e";"0";"2025-06-20T13:43:40Z";"2025-06-20T14:08:34Z";"106123";"Vendeur";"39.40";"Walking customer";"1";"Kunde";;;;;;
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"1afbefe6-638f-41f1-a554-481c3af6b182";"8";"Beleg";;"2333b246-306c-5ae8-89ce-54f91bc4cb2e";"0";"2025-06-20T14:24:08Z";"2025-06-20T14:27:22Z";"106123";"Vendeur";"10.70";"Walking customer";"1";"Kunde";;;;;;
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"cfe98f34-cb91-429b-9a74-d1291c75c380";"9";"Beleg";;"2333b246-306c-5ae8-89ce-54f91bc4cb2e";"0";"2025-06-20T15:51:19Z";"2025-06-20T15:51:31Z";"106123";"Vendeur";"11.00";"Walking customer";"1";"Kunde";;;;;;
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"bb5dade4-5b62-4871-b003-06652a8d8585";"10";"Beleg";;"2333b246-306c-5ae8-89ce-54f91bc4cb2e";"0";"2025-06-20T15:51:59Z";"2025-06-20T15:53:27Z";"106123";"Vendeur";"11.00";"Walking customer";"1";"Kunde";;;;;;
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"f2bc382d-77c3-4faf-a366-65bf79057235";"11";"Beleg";;"2333b246-306c-5ae8-89ce-54f91bc4cb2e";"0";"2025-06-20T15:52:19Z";"2025-06-20T15:53:47Z";"106123";"Vendeur";"11.00";"Walking customer";"1";"Kunde";;;;;;
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"d5376689-b46b-495e-b4f0-8611c7eec244";"12";"Beleg";;"2333b246-306c-5ae8-89ce-54f91bc4cb2e";"0";"2025-06-20T15:52:59Z";"2025-06-20T15:53:54Z";"106123";"Vendeur";"30.50";"Walking customer";"1";"Kunde";;;;;;
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"de8aa783-f254-4190-8382-8c41b11ea45f";"13";"Beleg";;"2333b246-306c-5ae8-89ce-54f91bc4cb2e";"0";"2025-06-20T17:12:59Z";"2025-06-20T17:13:08Z";"106123";"Vendeur";"38.50";"Walking customer";"1";"Kunde";;;;;;
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"177f3fb7-6063-494d-9bb0-c14c07ab219f";"1";"Beleg";;"2333b246-306c-5ae8-89ce-54f91bc4cb2e";"0";"2025-06-20T10:44:33Z";"2025-06-20T11:35:34Z";"106123";"Vendeur";"12.00";"Walking customer";"1";"Kunde";;;;;;
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"08bb196d-4368-4d95-a4d7-f4e44b355d9e";"2";"Beleg";;"2333b246-306c-5ae8-89ce-54f91bc4cb2e";"0";"2025-06-20T12:34:12Z";"2025-06-20T12:45:31Z";"106123";"Vendeur";"42.00";"Walking customer";"1";"Kunde";;;;;;
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"ad4315fd-8978-4c34-a9b4-43c2fc1a1224";"3";"Beleg";;"2333b246-306c-5ae8-89ce-54f91bc4cb2e";"0";"2025-06-20T12:30:53Z";"2025-06-20T12:45:39Z";"106123";"Vendeur";"15.00";"Walking customer";"1";"Kunde";;;;;;
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"ed908b5d-e024-4816-8234-43c8a5922dd3";"4";"Beleg";;"2333b246-306c-5ae8-89ce-54f91bc4cb2e";"0";"2025-06-20T13:01:52Z";"2025-06-20T13:10:16Z";"106123";"Vendeur";"22.20";"Walking customer";"1";"Kunde";;;;;;
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"19a810bb-f5ea-464d-896c-f4cb653ab946";"14";"Beleg";;"2333b246-306c-5ae8-89ce-54f91bc4cb2e";"0";"2025-06-20T17:22:39Z";"2025-06-20T17:23:00Z";"106123";"Vendeur";"4.00";"Walking customer";"1";"Kunde";;;;;;
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"a033f5db-9255-425d-a481-9e90b5375848";"15";"Beleg";;"2333b246-306c-5ae8-89ce-54f91bc4cb2e";"0";"2025-06-20T17:36:20Z";"2025-06-20T17:37:28Z";"106123";"Vendeur";"39.00";"Walking customer";"1";"Kunde";;;;;;
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"77d3f0f5-15ec-4685-8633-5a84036b66f2";"16";"Beleg";;"2333b246-306c-5ae8-89ce-54f91bc4cb2e";"0";"2025-06-20T17:38:19Z";"2025-06-20T17:38:25Z";"106123";"Vendeur";"11.00";"Walking customer";"1";"Kunde";;;;;;
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-20T19:45:18Z";"44";"2c265f24-f7cb-4e20-b198-e7f0cffa1207";"17";"Beleg";;"2333b246-306c-5ae8-89ce-54f91bc4cb2e";"0";"2025-06-20T18:11:19Z";"2025-06-20T18:11:35Z";"106123";"Vendeur";"10.50";"Walking customer";"1";"Kunde";;;;;;
